Ticker,Company_code,Company_name,Exchange,OutstandingShares,Margin,Industry_lev3,Industry_lev4,Listed_date,freeFloat,freeFloatRate,statePercentage,foreignerPercentage,maximumForeignPercentage
PJC,PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,HNX,7326861,Không được ký quỹ,Đường bộ và đường sắt,Vận tải hàng hóa đường bộ,2006-12-24T17:00:00.000Z,3663430.0,0.5,0.5106315,0.0042,0.49000438
PJS,PJS,Công ty Cổ phần Cấp nước Phú Hòa Tân,UPCOM,9000000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2011-12-04T17:00:00.000Z,1350000.0,0.15,0.70391111,0.068,0.49
PJT,PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,HOSE,23040717,Được ký quỹ,"Dầu, khí đốt và nhiên liệu tiêu hao",Lưu trữ và vận chuyển dầu khí,2006-12-27T17:00:00.000Z,8064250.0,0.35,0.34148321,0.0124,0.0
PLA,PLAND,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,UPCOM,10000000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Cho thuê bất động sản,2017-11-19T17:00:00.000Z,2000000.0,0.2,0.51,0.0,0.0
PLC,PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,HNX,80797566,Được ký quỹ,Hóa chất,Nhựa đường và dầu nhớt,2006-12-26T17:00:00.000Z,20199391.0,0.25,0.79072001,0.0128,0.49
PLO,PLCO,Công ty Cổ phần Kho vận Petec,UPCOM,7192550,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2020-04-09T17:00:00.000Z,3236647.0,0.45,0.28084615,0.0,0.0
PLE,PLE,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,UPCOM,1215000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2021-01-06T17:00:00.000Z,607500.0,0.5,0.51,0.0,0.0
PMC,PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,HNX,9332573,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2009-10-08T17:00:00.000Z,4199657.0,0.45,0.43442564,0.0589,0.48999992
PMG,PMGAS,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,HOSE,46336278,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2018-01-24T17:00:00.000Z,11583734.0,0.24999276,0.0,0.2518,0.49
PMJ,PMJ,Công ty cổ phần Vật tư Bưu điện,UPCOM,1800000,Không được ký quỹ,Nhà phân phối,Phân phối các mặt hàng tiêu dùng khác,2016-06-28T17:00:00.000Z,900000.0,0.5,0.51,0.0,0.49
PMP,PMPACK,Công ty Cổ phần Bao bì Đạm Phú Mỹ,HNX,4200000,Được ký quỹ,Bao bì,"Bao bì, đóng gói bằng nhựa",2015-09-21T17:00:00.000Z,840000.0,0.2,0.43340476,0.0085,0.49
PMS,PMS,Công ty Cổ phần Cơ khí Xăng dầu,HNX,7201772,Được ký quỹ,Kim loại và khai thác,Sản phẩm kim loại khác,2003-11-03T17:00:00.000Z,3240797.0,0.45,0.4600211,0.0587,0.48999995
PMT,PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,UPCOM,4940000,Không được ký quỹ,Dịch vụ viễn thông đa dạng,Thiết bị viễn thông,2010-07-21T17:00:00.000Z,1729000.0,0.35,0.498,0.001,0.0
PMW,PMWC,Công ty Cổ phần Cấp Nước Phú Mỹ,UPCOM,42999832,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2019-07-16T17:00:00.000Z,23499916.0,0.5,0.13738994,0.0,0.5
PNC,PNC,Công ty Cổ phần Văn hóa Phương Nam,HOSE,10799351,Được ký quỹ,Bán lẻ chuyên dụng,"Cửa hàng dụng cụ, văn phòng phẩm và quà tặng",2005-07-10T17:00:00.000Z,3669888.0,0.33982487,0.1504815,0.0079,0.48999999
PNG,PNCO,Công ty Cổ phần Thương Mại Phú Nhuận,UPCOM,9000000,Không được ký quỹ,Bán lẻ chuyên dụng,Cửa hàng đồ nội thất,2016-04-04T17:00:00.000Z,1350000.0,0.15,0.306,0.0,0.49
PND,PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,UPCOM,6666666,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2017-02-19T17:00:00.000Z,999999.0,0.15,0.56750001,0.0001,0.48999995
PNJ,PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,HOSE,328075869,Được ký quỹ,Hàng xa xỉ,Sản xuất và kinh doanh trang sức,2009-03-22T17:00:00.000Z,262399703.0,0.8,0.0,0.49,0.49
PNP,PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,UPCOM,16100000,Không được ký quỹ,Đường biển,Hoạt động hỗ trợ vận tải đường thủy,2019-05-16T17:00:00.000Z,2415000.0,0.15,0.81270807,0.0,0.0
PNT,PNTECHCONS,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,UPCOM,9282272,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2017-01-11T17:00:00.000Z,5569363.0,0.6,0.3916715,0.0008,0.48999989
POB,POB,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,UPCOM,10900000,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2017-09-28T17:00:00.000Z,1090000.0,0.1,0.68000009,0.0,0.49
POM,POM,Công ty Cổ phần Thép Pomina,HOSE,278543546,Không được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2010-04-19T17:00:00.000Z,69635886.0,0.25,0.0,0.0794,0.49
POT,POT,Công ty Cổ phần Thiết bị Bưu điện,HNX,19430006,Được ký quỹ,Hàng gia dụng,Sản xuất điện tử dân dụng,2006-12-19T17:00:00.000Z,4857501.0,0.25,0.49995867,0.0008,0.48999995
POV,POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,UPCOM,12499612,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2010-09-22T17:00:00.000Z,3124903.0,0.25,0.45201403,0.0001,0.48999993
DNA,POWACO,Công ty Cổ phần Điện nước An Giang,UPCOM,56329567,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-10-18T17:00:00.000Z,8449435.0,0.15,0.79568542,0.0,0.0
PPC,PPC,Công ty Cổ phần Nhiệt điện Phả Lại,HOSE,320613054,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2007-01-25T17:00:00.000Z,80153263.0,0.25,0.51022921,0.1293,0.49
PPE,PPE,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,HNX,2000000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2011-09-20T17:00:00.000Z,500000.0,0.25,0.033,0.0028,0.49
PPH,PPHC,Tổng Công ty Cổ phần Phong Phú,UPCOM,74670891,Không được ký quỹ,"Hàng dệt, may và phụ kiện","Sản xuất sợi, vải thành phẩm",2017-08-22T17:00:00.000Z,26134811.0,0.35,0.50098232,0.0003,0.0
PPI,PPI,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,UPCOM,48290629,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2019-05-26T17:00:00.000Z,48290629.0,1.0,0.0,0.002,0.49
PPP,PPP,Công ty Cổ phần Dược phẩm Phong Phú,HNX,8799991,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2011-07-17T17:00:00.000Z,3519996.0,0.4,0.0,0.0316,0.48999993
PPS,PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,HNX,15000000,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2011-01-06T17:00:00.000Z,5250000.0,0.35,0.51,0.2846,0.49
PRC,PRC,Công ty Cổ phần Logistics Portserco,HNX,1200000,Được ký quỹ,Đường bộ và đường sắt,Vận tải hàng hóa đường bộ,2010-11-28T17:00:00.000Z,540000.0,0.45,0.3,0.0001,0.49
PRO,PRO,Công ty Cổ phần Procimex Việt Nam,UPCOM,3000000,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2014-10-09T17:00:00.000Z,1650000.0,0.55,0.0,0.0,0.49
PSB,PSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,UPCOM,50000000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2010-02-24T17:00:00.000Z,15000000.0,0.3,0.51,0.0002,0.49
PSC,PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,HNX,50000000,Được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2006-12-28T17:00:00.000Z,1800000.0,0.25,0.52732708,0.0038,0.49
BT1,PSC1,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,UPCOM,5250000,Không được ký quỹ,Hóa chất,Thuốc trừ sâu,2016-11-08T17:00:00.000Z,3150000.0,0.6,0.0,0.0,0.49
PSD,PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,HNX,39887409,Được ký quỹ,Nhà phân phối,"Phân phối các mặt hàng điện, điện tử",2013-06-27T17:00:00.000Z,7977481.0,0.2,0.61517157,0.0099,0.0
PSE,PSE,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,HNX,12500000,Được ký quỹ,Hóa chất,Phân phối hóa chất và nông dược,2015-03-17T17:00:00.000Z,3125000.0,0.25,0.75,0.0022,0.49
PSG,PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,UPCOM,35000000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Cho thuê bất động sản,2015-09-14T17:00:00.000Z,19250000.0,0.55,0.0,0.0005,0.49
PSI,PSI,Công ty Cổ phần Chứng khoán Dầu khí,HNX,59841300,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2010-07-20T17:00:00.000Z,20944455.0,0.35,0.0,0.1512,0.49
PSL,PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,UPCOM,11812500,Không được ký quỹ,Sản phẩm thực phẩm,Giết mổ và chế biến thịt động vật,2010-05-16T17:00:00.000Z,3543750.0,0.3,0.42032863,0.0014,0.0
PSP,PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,UPCOM,40000000,Không được ký quỹ,Đường biển,Hoạt động hỗ trợ vận tải đường thủy,2009-11-09T17:00:00.000Z,10000000.0,0.25,0.7422222,0.0003,0.49
PTB,PTB,Công ty Cổ phần Phú Tài,HOSE,68038403,Được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2011-07-21T17:00:00.000Z,40823041.0,0.6,0.0,0.1318,0.24999999
GCB,PTBD,Công ty Cổ phần PETEC Bình Định,UPCOM,4039147,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2016-12-27T17:00:00.000Z,2827402.0,0.7,0.31542898,0.0,0.0
PTC,PTC,Công ty Cổ phần Đầu tư ICAPITAL,HOSE,32191624,Không được ký quỹ,Kỹ thuật xây dựng,Nhà thầu thiết bị xây dựng,2008-12-14T17:00:00.000Z,25753299.0,0.8,0.0,0.0086,0.5
PTE,PTCM,Công ty Cổ phần Xi măng Phú Thọ,UPCOM,12130776,Không được ký quỹ,Vật liệu xây dựng,Sản xuất xi măng,2015-06-29T17:00:00.000Z,9704620.0,0.8,0.0,0.0,0.49
PTO,PTCO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,UPCOM,1200000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2017-06-19T17:00:00.000Z,780000.0,0.65,0.3,0.0,0.49
KSF,PTCOIN,Công ty cổ phần Tập đoàn KSFinance,HNX,300000000,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2021-10-05T17:00:00.000Z,150000000.0,0.5,0.0,0.0,0.0
PTD,PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,HNX,3200000,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2015-11-09T17:00:00.000Z,1120000.0,0.35,0.0,0.1847,0.49
PTG,PTG,Công ty Cổ phần May Xuất Khẩu Phan Thiết,UPCOM,4996185,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất phụ kiện và may mặc khác,2010-01-03T17:00:00.000Z,2248283.0,0.45,0.0,0.0,0.48999987
PTH,PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,UPCOM,3503164,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2010-03-22T17:00:00.000Z,1751582.0,0.5,0.51002836,0.0,0.4899999
PTI,PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,HNX,80395709,Không được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2011-03-01T17:00:00.000Z,36178069.0,0.45,0.0,0.3823,1.0
PTL,PTL,Công ty Cổ phần Victory Capital,HOSE,98865080,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2010-09-21T17:00:00.000Z,39546032.0,0.4,0.0,0.0011,0.0
PTN,PTNKH,Công ty Cổ phần Phát triển Nhà Khánh Hòa,UPCOM,5801924,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2022-10-13T17:00:00.000Z,580192.0,0.1,0.36000127,0.0,0.48999987
PTP,PTP,Công ty Cổ phần Dịch vụ Viễn Thông và In Bưu điện,UPCOM,6671367,Không được ký quỹ,Phương tiện truyền thông,Xuất bản,2009-12-09T17:00:00.000Z,2668546.0,0.4,0.51,0.0001,0.49
PTS,PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,HNX,5568000,Được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2006-11-30T17:00:00.000Z,2784000.0,0.5,0.51,0.0822,0.49
POS,PTSC,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",UPCOM,40000000,Không được ký quỹ,"Dầu, khí đốt và nhiên liệu tiêu hao",Lưu trữ và vận chuyển dầu khí,2016-11-24T17:00:00.000Z,4000000.0,0.1,0.8495175,0.0025,0.49
PSN,PTSCTH,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,UPCOM,40000000,Không được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2017-06-28T17:00:00.000Z,622700.0,0.0155675,0.0,0.0,0.49
PTX,PTSNT,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,UPCOM,5847685,Không được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2018-07-29T17:00:00.000Z,2923842.0,0.5,0.3008883,0.0,0.0
PTT,PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,UPCOM,10000000,Không được ký quỹ,Đường bộ và đường sắt,Vận tải hàng hóa đường bộ,2010-04-28T17:00:00.000Z,1500000.0,0.15,0.6867,0.0,0.0
DSP,PTTC,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,UPCOM,118684000,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khu vui chơi giải trí,2018-10-16T17:00:00.000Z,23736800.0,0.2,0.0,0.0,0.49
DTD,PTTD,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,HNX,42415289,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản công nghiệp,2017-11-15T17:00:00.000Z,23328408.0,0.55,0.0,0.0149,0.48999999
DAT,PTTHUYSAN,Công ty cổ phần Đầu tư Du lịch và Phát triển Thủy sản,HOSE,62935104,Được ký quỹ,Sản phẩm thực phẩm,Thực phẩm khác,2015-11-04T17:00:00.000Z,5664159.0,0.09,0.0,0.0002,0.0
PV2,PV2,Công ty Cổ phần Đầu tư PV2,HNX,36868800,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2010-12-15T17:00:00.000Z,18434400.0,0.5,0.0,0.002,0.49
PVA,PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,UPCOM,21846000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2014-09-30T17:00:00.000Z,15292200.0,0.7,0.51,0.0004,0.49
PVB,PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,HNX,21599998,Được ký quỹ,Thiết bị và dịch vụ năng lượng,Thiết bị và dịch vụ dầu khí,2013-12-23T17:00:00.000Z,10799999.0,0.5,0.76500007,0.0046,0.49
PBK,PVBACKAN,Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,,,Không được ký quỹ,,,,864230.0,0.1,0.0,0.0,0.49
PBT,PVBUILDING,Công ty Cổ Phần Nhà và Thương mại Dầu khí,UPCOM,17522284,Không được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2019-01-17T17:00:00.000Z,1752228.0,0.1,0.11196948,0.0,0.48999999
PVC,PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,HNX,50000000,Được ký quỹ,Thiết bị và dịch vụ năng lượng,Thiết bị và dịch vụ dầu khí,2007-11-14T17:00:00.000Z,32500000.0,0.65,0.35999238,0.0074,0.49
PCE,PVCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,HNX,10000000,Được ký quỹ,Hóa chất,Sản xuất phân bón,2015-07-22T17:00:00.000Z,1200000.0,0.12,0.75,0.0107,0.49
PVM,PVCMC,Công ty Cổ phần Máy - Thiết bị Dầu khí,UPCOM,38638600,Không được ký quỹ,Máy móc,"Sản xuất thiết bị, máy móc nông và công nghiệp",2016-12-19T17:00:00.000Z,25115090.0,0.65,0.0,0.0002,0.49
PXC,PVCMK,Công ty Cổ phần Phát triển Đô thị Dầu khí,UPCOM,28068900,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2017-02-08T17:00:00.000Z,1124500.0,0.04006213,0.95551304,0.0,0.49
PVH,PVCTH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,UPCOM,21000000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2017-05-18T17:00:00.000Z,9450000.0,0.45,0.0,0.0,0.49
PVD,PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,HOSE,555880006,Không được ký quỹ,Thiết bị và dịch vụ năng lượng,Khoan dầu khí,2006-12-04T17:00:00.000Z,250146002.0,0.45,0.38198621,0.2261,0.49
PCN,PVDMCN,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,UPCOM,4000000,Không được ký quỹ,Hóa chất,Phân phối hóa chất và nông dược,2019-05-30T17:00:00.000Z,588682.0,0.15,0.0,0.001,0.48999987
PVE,PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,UPCOM,25000000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2008-01-01T17:00:00.000Z,15000000.0,0.6,0.29,0.1102,0.49
PSW,PVFCSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,HNX,17000000,Được ký quỹ,Hóa chất,Sản xuất phân bón,2015-07-20T17:00:00.000Z,4250000.0,0.25,0.75,0.0283,0.49
PVG,PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,HNX,36500000,Được ký quỹ,Tiện ích khí đốt,Phân phối khí đốt thiên nhiên,2009-01-06T17:00:00.000Z,18250000.0,0.5,0.51306249,0.0283,0.49
PVI,PVI,Công ty Cổ phần PVI,HNX,234241867,Được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2007-08-09T17:00:00.000Z,32793861.0,0.14,0.34997475,0.596,1.0
RGC,PVIN,Công ty Cổ phần Đầu tư PV-Inconess,UPCOM,89123600,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khu vui chơi giải trí,2017-06-18T17:00:00.000Z,8912360.0,0.1,0.0,0.0001,0.49
PRE,PVIRE,Tổng Công ty Cổ phần Tái bảo hiểm PVI,HNX,104400000,Được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2020-12-23T17:00:00.000Z,6264000.0,0.06,0.0,0.0047,1.0
PVL,PVL,Công ty Cổ phần Đầu tư Nhà Đất Việt,HNX,50000000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2010-04-14T17:00:00.000Z,47500000.0,0.95,0.0,0.0059,0.49
OIL,PVOIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,UPCOM,1034229500,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2018-03-06T17:00:00.000Z,155134425.0,0.15,0.80524058,0.0614,0.06621
PPY,PVOPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,HNX,9343974,Được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2016-03-01T17:00:00.000Z,1868794.0,0.2,0.62156937,0.0077,0.0
POW,PVPOWER,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,HOSE,2341871600,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2019-01-13T17:00:00.000Z,585467900.0,0.25,0.79942106,0.0578,0.49
PVR,PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,UPCOM,51906713,Không được ký quỹ,Dịch vụ và nguồn cung cấp thương mại,Dịch vụ hỗ trợ đa dạng,2017-06-01T17:00:00.000Z,25953356.0,0.5,0.0,0.0011,0.48999999
PVS,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,HNX,477966290,Được ký quỹ,Thiết bị và dịch vụ năng lượng,Thiết bị và dịch vụ dầu khí,2007-09-19T17:00:00.000Z,238983145.0,0.5,0.51377054,0.1959,0.49
PVY,PVSY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,UPCOM,59489787,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2017-12-28T17:00:00.000Z,38668361.0,0.65,0.36283371,0.0025,0.48999999
PVT,PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,HOSE,323651246,Được ký quỹ,"Dầu, khí đốt và nhiên liệu tiêu hao",Lưu trữ và vận chuyển dầu khí,2007-12-09T17:00:00.000Z,161825623.0,0.5,0.51,0.1839,0.49
PVP,PVTRANS,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,HOSE,94275028,Không được ký quỹ,Đường biển,Vận tải đường thủy nội địa,2016-12-19T17:00:00.000Z,23075028.0,0.24476289,0.64916449,0.0066,0.0
